word1,word2,human_score,cosine_similarity
indiza,ukonga,0.311931,0.7489917
baphila,bendawo,0.252021,0.14840446
emnandi,uyazazi,0.332875,0.1861689
ukonga,amaculo,0.280721,0.42100012
ufake,wathi,0.418128,0.74548346
amakhono,ngobukhalipha,0.198122,0.12275042
siyakwazi,kwabantu.,0.159466,0.09207379
cape,e-university,0.716833,0.86792344
ngamatshe,wethu,0.300991,0.18197618
icala,isibhamu,0.609396,0.81703544
ulwandle,imvelo,0.373106,0.608096
abakhiqizi,lesihlanu,0.306547,0.2254251
abantu,abathandi,0.335142,0.17647105
enyakatho,ngoma,0.281799,0.8837383
esikhulu,kwesihlahla,0.173721,0.28553516
nemigulukudu.,nala,0.412037,0.7288739
iyisisekelo,igodi,0.394537,0.3035287
uphonsa,uhambo,0.464753,0.62480617
amathuba,isikhulu,0.21009,0.35090193
abayinikwa,emihle,0.218611,0.26322213
ubonge,uzozitshela,0.47385,0.6296915
nsuku,okhuthele,0.249814,0.11174859
maduze,ubuhlebezwe,0.49857,0.53270596
izinkomo,itheku,0.300569,0.49166778
abalimi,usibonelo,0.481067,0.4048296
ngokucophelela,wonke,0.343215,0.16344614
udokotela,umdlalo,0.139796,0.1316349
bayigcina,esizweni,0.139746,0.16690893
izilwane,uyabheka,0.410022,0.46499777
kokunqena,uyalala,0.428604,0.2966277
isikole,impumelelo,0.41231,0.4705517
ilokishi,itheku,0.402514,0.55044645
ngenjabulo,okwengeza,0.397225,0.5052306
ikhompiyutha,umsakazo,0.404047,0.62556607
emgwaqweni,usiyanda,0.401374,0.19365287
imisebenzi,zemiphakathi,0.237504,0.22255097
ithemba,uzokhuluma,0.340647,0.20093106
ilokishi,isikhungo,0.317345,0.7518195
onke,okuqonda,0.189809,0.058775246
isizwe,yalokho,0.267609,0.1372085
nyaka,wanakekela,0.446072,0.18456265
bakhuluma,emakethe,0.262902,0.3288212
amaphoyisa,inkantolo,0.476845,0.73870146
ubaba,uyadla,0.297209,0.119877376
embonini,okuqinile,0.141057,0.39323646
lo,mikhakha,0.368723,0.6714738
bayikhulisa,zezemidlalo,0.230266,0.16727847
zibalulekile,bazaqhubeka,0.050151,0.10642676
bomqondo,ngezikhathi,0.309331,0.3063941
izilwane,uyageza,0.373787,0.3430861
eziqotho,ezifundeni,0.108428,0.21286668
ikusasa,obuhle,0.340987,0.20609045
ingoma,umrepha,0.563991,0.49402988
imali,inkampani,0.545944,0.46403718
iphupho,ngamalengiso.,0.341273,0.8004674
imoto,izimali,0.45397,0.39324695
amakhulu,zomphakathi,0.359468,0.35423836
okukhulu,uhlangothi,0.272228,0.10426878
kubekhona,nobuzwe,0.258954,0.20283794
izikhwama,nezinto,0.325222,0.3053428
itheku,ibhola,0.225894,0.2758626
basize,ngobuhlakani,0.356436,0.191088
bayabongana,izwe,0.317175,0.26112363
ukudla,ukuphuza,0.329439,0.21849
ngalezi,ingqalasizinda,0.361818,0.84441876
ukuthi,wabonga,0.27779,0.1002535
esifanele,uyaphuza,0.508093,0.34039813
nasemanyuvesi.,ezikhulise,0.211198,0.6348197
kwabo,ukuqhubeka,0.267374,0.10571167
uxhaso,yokuyofuna,0.623843,0.856849
umfula,umkhandlu,0.204172,0.29605782
bezempilo,emingceleni,0.335275,0.39941522
kwenyanga,uzosebenza,0.293292,0.20498914
babe,ngokucophelela,0.320766,0.17960474
ungaya,ubonakele,0.523818,0.7176002
entabeni.,kwalokho,0.351081,0.3152386
noimisebenzi,udokotela,0.268169,0.1604382
edinga,kanjani,0.337661,0.422522
ukwethembana,ukugeza,0.423346,0.25088522
esibhedlela,esikhulu,0.28659,0.14961362
ababuya,unomvula,0.383572,0.2664517
indodakazi,ukuthula,0.390904,0.48079062
nokuyinto,yamalungelo,0.200209,0.37540483
uyajabula.,udabuka,0.359262,0.42572945
ikhefu,liyindawo,0.288366,0.61737436
ubisi,itheku,0.416922,0.66865116
ikati,inyoni,0.505318,0.6225863
abakwenzayo.,abahlanu.,0.4501,0.31210905
legoli,sezulu,0.32245,0.3313809
semfundo,eminingi,0.235985,0.22229335
usipho,uyasebenza,0.522918,0.4784205
labesifazane,indaba,0.224555,0.7304282
kwakho,olukhulu,0.205605,0.21490547
izilwane,sifuna,0.3128,0.2898759
isipho,ngokwesiko,0.375644,0.391797
ukondla,ukuphrinta,0.353615,0.43100435
sisebenze,uyakhuthaza,0.13486,0.21379231
uthisha,impumelelo,0.374754,0.15989064
amaphupho,amacala,0.42746,0.25928456
emoyeni,omubi,0.337118,0.4223
baqhubeka,yokwamukela,0.147194,0.2479654
eziyizinselelo,kubonakala,0.31596,0.6239288
enhliziyweni,kuwo,0.322395,0.23658179
ulwandle,imifula,0.432405,0.59737253
kokubambisana,ekhuluma,0.281547,0.5874146
uzofike,unosipho.,0.384777,0.73143524
kwalokho,yezinto,0.330647,0.1517749
eminingi,obuhle,0.263384,0.18369834
ukhule,yalokho,0.202628,0.16346738
inja,ihlosi,0.645906,0.8253031
emndenini,unandi,0.274465,0.15753447
abafundisi,isibindi,0.246034,0.15561093
ekhaya,wethu,0.278279,0.09130317
umfazi,abantu,0.302955,0.20585434
ngamasiko,zibone,0.305479,0.39567196
isibhedlela,iselula,0.445525,0.6146842
udokotela,impilo,0.281067,0.14215888
babusisa,yabantu,0.210639,0.25147837
ezolimo,futhi,0.160985,0.21372488
esifundazweni,ngakho,0.220279,0.2548306
bangene,bemiphakathi,0.193217,0.2500373
uyakhuluma,unasty,0.244887,0.21069953
icala,inhlamvu,0.462152,0.7138224
esiphakeme,umlimi,0.354615,0.23632063
udlondlobale,ziqedele,0.328589,0.6650844
abangane,bayizwa,0.297044,0.32166535
akhanya,selidluliselwa,0.332601,0.7815128
ka-group,baphonseleke,0.378218,0.607136
inyama,ukuphuza,0.409408,0.36040708
ambalwa,umndeni,0.287426,0.1788697
udinga,unqamule,0.320909,0.5855858
ekapa,ngesikhathi,0.236929,0.043512713
bekhululekile,ikhona,0.260765,0.15049344
ukudlala,ngezinhlelo,0.218418,0.5064795
nokuhlala,ziyakhuluma,0.151021,0.1753898
edlule,nomphakathi,0.289956,0.31815454
uyabhala,uyakabisa,0.539225,0.5369865
kwemfundo,lapho,0.217452,0.16009466
wegoli,sihlangana,0.222743,0.48956966
uhlangothi,uyajabula,0.298691,0.30080384
elwandle,uyacula,0.397169,0.37894166
ugcine,ucedric,0.519906,0.7738901
bazakhela,yethu,0.260008,0.18282628
ehlanganisa,ivikele,0.199615,0.6299438
bomculo,nezingxenye,0.307549,0.25281376
izingxabano,ikwazi,0.15068,0.7329918
bathe,luhlobene,0.299109,0.61452866
bonke,ibalulekile,0.257882,0.14266305
ezobulungiswa,wamaphoyisa,0.283687,0.7508497
futhi,ubuciko,0.252151,0.06580933
edolobheni,ngesikhathi,0.216973,0.038167067
ahlanzekile,noimisebenzi,0.348433,0.28310692
empangeni,waphuza,0.474111,0.42799544
enkantolo,isikhathi,0.320398,0.13438489
bazimisela,futhi,0.262186,0.16909985
ngokubamba,zamazwe,0.416626,0.7684808
emcimbini,wabo,0.237406,0.11236251
town,sikhathi.,0.196982,0.8762749
umfula,imithi,0.380427,0.4976059
emsebenzini,udadewethu,0.185864,0.054911345
emakhaya,ngokukhuthala,0.298004,0.16457726
kakhulu.,uyaphila,0.33745,0.199141
usambane,ugcine,0.538549,0.53310066
ucolonel,usheleni,0.528726,0.81841516
kwabo,wendawo,0.310617,0.21108344
uyaziwa,uphiko,0.419233,0.41064852
iziphathimandla,kwesikhathi,0.271533,0.24578814
unemveliso,ulieutenant,0.484054,0.5900606
ekuphatheni,njalo,0.225594,0.006932463
elihle,onke,0.242577,0.15716515
bakhombisa,izihlobo,0.265072,0.22794417
kugcwele,mkhakha,0.342514,0.76588094
inja,ikati,0.716051,0.8712128
amandla,ndawonye,0.286885,0.22706681
isitimela,ukudlala,0.160865,0.5652444
ukuphumelela,usipho,0.384191,0.35459056
esibhedlela,igodi,0.381647,0.3313717
umbiko,umqondo,0.520918,0.74668473
wokwenza,zobuchwepheshe,0.283234,0.29649824
womndeni.,ngezingubo,0.191945,0.78009254
izinsuku,izimoto.,0.320207,0.6272777
nokuqondiswa,sobuntu,0.290017,0.3248064
inyoni,izinja,0.404454,0.6242712
bezijabulisa,emahlathini,0.431769,0.6004136
abathanda,balondoloza,0.210714,0.17010894
umfowethu,uthisha,0.634324,0.5997682
indiza,isitimela,0.515991,0.75566936
endlini,uphiwayinkosi,0.350666,0.18538608
ukuhamba,ukufakaza,0.366067,0.41424125
endlini,namagugu,0.345153,0.2539721
amadoda,uzobonga,0.274555,0.23232259
behlangene,uzinhle,0.29911,0.17372411
abantwana,amanzi,0.253211,0.22496729
ezihlukene,ukulungisa,0.388833,0.7302762
enkonzweni,okukhulu.,0.298701,0.2773709
abaholi,esanele,0.264962,0.07116042
zemvelo,zezenhlalo,0.334444,0.5491738
abakhiqizi,bazakhela,0.287218,0.30581746
uzothanda,usikhulisele,0.29515,0.498126
ezimbalwa,zezwe,0.338643,0.2631501
ujeqe,usebenza,0.325202,0.2608971
bexoxa,ngomusa,0.402091,0.14570463
elimnandi,umndeni,0.360131,0.08930583
emgungundlovu,uyacula,0.396993,0.38798603
izinqgondo,izikhwama,0.35808,0.28784007
obubandayo,uyaphumelela.,0.126326,0.1986014
amasiko,isiko,0.373795,0.15831016
ingane,umuntu,0.421953,0.12427108
eshilo,uphiwayinkosi,0.397319,0.4666463
abantu,yempilo,0.249108,0.04749658
sizini,ukungena,0.452675,0.8576903
imoto,itekisi,0.430075,0.25659183
kwalokho,wasiza,0.453116,0.2851264
kugcwele,udadewethu,0.158926,0.13124435
inja,isiko,0.332869,0.53355
emgungundlovu,izilwane,0.404093,0.49237707
abalimi,ngenhloso,0.23202,0.23692587
nongeke,noukudla,0.21841,0.24091491
abasweleyo,bayazi,0.218622,-0.0014551645
abafundi,ngamasu,0.284818,0.45770946
itheku,ikhaya,0.226026,0.12966567
sakhe,imigomo,0.190081,0.05274088
uwuqholo,unosipho.,0.289889,0.43412885
isinkwa,inyama,0.465313,0.4330315
enhliziyweni,uyazithoba,0.382983,0.26924428
ucingo,umabonakude,0.544704,0.6913022
inkosi,umsebenzi,0.303028,0.2843058
bayiqonda,leli,0.278548,-0.004359653
ngokubekezela,uyaphendula,0.344,0.3285984
sobunzima,yesikole,0.326825,0.10832525
abanakekeli,sezinsuku,0.353261,0.30002165
kokunye,kuye,0.412666,0.7912094
itekisi,ukuhamba,0.350888,0.60873705
ukwandisa,amaphuzu,0.221727,0.572659
kakhulu,ukuthuthuka.,0.270536,0.15877011
iyabona,i-video,0.330469,0.42442593
iyabona,i-affinity,0.296896,0.16946974
uyaziqhenya,ushaya,0.327438,0.2271069
bavamise,ekuseni,0.212241,0.1744028
bathanda,izimfundiso,0.352476,0.34533766
ukuphilisana,ukubonakala,0.321465,0.4221202
bexoxa,ngezinhlelo,0.391248,0.5354484
uyalanda,ushiye,0.32462,0.37558052
unika,uwumcimbi,0.352211,0.45834914
imeya,isizwe,0.306312,0.03402313
ukuzenzela,kumele,0.065921,0.13914162
zokuphumelela,eyenza,0.10728,0.3798295
umndeni,abantu,0.398644,0.15186167
yabo,zinzima,0.308859,0.15102912
ukungcola,ukhale,0.503488,0.82214427
imidlalo,ukudlala,0.469441,0.74865633
unomfundo,uzophila,0.348387,0.28440544
omkhulu,ukhule,0.252332,0.13021097
iphesheya,ifuture,0.416259,0.504204
endleleni,isikole,0.402411,0.46687543
ephila,ngendlela,0.3539,0.19581793
asekubumbananeni,izingubo,0.363754,0.14981501
elikhulu,ingane,0.263655,0.29310167
ngenyanga,wajabula,0.430696,0.33524713
umculi,ubuntu,0.154699,0.21896958
unozipho,uyezwa,0.423021,0.33125687
ubuhlebezwe,uyakhumbula,0.593218,0.52613527
eziningi,zifundiswa,0.232324,0.3896567
bayaziwa,yomdabu,0.276473,0.38774464
ukubekezela,enhlangothini.,0.228657,0.15856266
inja,ngokushortage,0.177641,0.3092322
amaphoyisa,isibhamu,0.580842,0.84169084
izitsha,omnci,0.519368,0.5794279
izinhloso,kahle,0.30588,0.25142267
nendawo,umnotho,0.228994,0.27622005
kuyacaca,ubongani,0.429679,0.41608718
iphepha,isiko,0.19206,0.61211216
uyazama,uqikelele,0.255456,0.51545066
izinto,sasekhaya,0.182075,0.07649918
athuthuke,sithuthuke,0.275638,0.27865425
abazenzayo,mbatha,0.182387,0.29308304
idolobha,itheku,0.364266,0.43264264
ithi,ilanga,0.271848,0.16740406
abaphezulu,abafike,0.332224,0.41740856
amasiko,ngesibindi,0.319582,0.1400613
izilwane,izinja,0.391061,0.3294433
ezinhle,wasemasimini,0.163894,-0.0817624
omdala,ukuze,0.337997,0.2740011
empumalanga,umngane,0.371372,0.17587526
imiphongolo,elibalulekile,0.27074,0.29575583
abazenzile,ezinhle,0.328955,-0.031146336
uyajabula,uthole,0.327466,0.23798437
ikati,izinkomo,0.39547,0.7156669
enhle.,unomcebo,0.310005,0.33417666
kwabafundi,okujulile,0.447815,0.7306787
eziqotho,ubuhlobo,0.224176,0.26360732
omculo,wabo,0.29643,0.23610023
elihle,umasipala,0.358834,0.21364556
ukuxhumana,umsakazo,0.374502,0.62442887
ukulimala,ukubonga,0.317801,0.5883509
izingane,ulwazi,0.344797,0.24133168
uzame,uhlanganyela,0.326206,0.55956936
okukhulu,phakathi,0.29601,0.10583205
ihlathi,ulwandle,0.421062,0.6888936
iphepha,ukufunda,0.257276,0.39184085
kuveza,zosuku,0.415516,0.57482636
basimama,omakhelwane,0.286648,0.22738917
izintambo,izifundo,0.386541,0.33082855
ashayele,bhizinisi,0.338822,0.7954047
enhle,uyalanda,0.258861,0.13336104
inyuvesi,ukubhala,0.411546,0.3013787
ibaluleke,uyakhuthaza,0.313704,0.3665341
uthemba,uthando,0.319179,0.2894206
ulwazi,yomsebenzi,0.297246,0.1870057
uyajabula,uthandeka,0.513318,0.4124623
umfula,imifula,0.554375,0.6028426
ibhange,idolobha,0.356635,0.43728027
usihlalo,udabuka,0.525172,0.7028434
isikole,ukufunda,0.375478,0.3119003
idolobha,isikhungo,0.311829,0.36709332
ihlosi,izinkomo,0.483189,0.72304755
ukusekwa,ukulwa,0.444776,0.4824815
amathuba.,amanga,0.55738,0.7354012
elihle,ukubaluleka,0.332244,0.26389152
imifula,imithi,0.553297,0.65472484
ubisi,imifino,0.525244,0.7227294
izinja,ukuhamba,0.217828,0.49312523
ukufudumala,ukubonga,0.404195,0.49290776
ukudla,itekisi,0.131262,0.25500205
edamini,enkulu,0.259651,0.23030323
abantu,izithombe,0.156192,-0.023233464
umculo,umculi,0.63152,0.41435483
kumasizini,okwenzekayo,0.295334,0.41992646
sayo,sidinga,0.372117,0.7922142
banikela,sethu,0.246156,0.22069974
enkonzweni,ifunda,0.363897,0.39908943
eliqhakazile,esidingeka,0.156756,0.22075553
izwe,liyabazisa,0.381084,0.33579192
zikhiqizwa,likhanya,0.17225,0.023441505
amandla,ibona,0.272495,0.07579159
udokotela,isifo,0.269108,0.12170986
bathole,ngezinga,0.344361,0.114807256
iphesheya,i-quad,0.439586,0.42037278
eyishumi,ezikhuthele,0.313915,0.2030008
baphakamisa,bezindlu,0.293542,0.26146716
ngokushesha,ongamisa,0.374894,0.40250885
u-2030,uvula,0.548211,0.6711725
nzima,umndeni,0.291322,0.05820241
ibalulekile.,iligi,0.277002,0.3097549
esontweni,ikusasa,0.237982,0.10165787
usnenhlanhla,wabhala,0.585229,0.4754768
emishadweni,ngamaholidi,0.226887,0.3167002
ohlwini,okufanele,0.420081,0.7327948
sibona,uyesaba,0.412404,0.3667249
indoda,ingane,0.506831,0.30831143
amandla,isolezwe,0.187018,0.17765434
umgqigqo,umphako,0.457105,0.5818124
ilanga,noubukhosi,0.345543,0.09603063
bathuthuke,ngentshiseko,0.293799,0.08082421
babonga,esikhulu,0.281008,0.1722985
kokucabanga,uyathenga,0.413111,0.36680043
baqale,unyaka,0.280002,0.32352725
futhi,wokuthi,0.207595,0.15590836
ojulile,wafunda,0.330351,0.22747259
izinyathelo,yokukhathala,0.297242,0.2846696
maduze,wahleka,0.554856,0.52071375
amakhona,bayacabanga,0.121029,0.22256988
bezemidlalo,ngokukhuthala,0.310835,0.09121649
basenyuvesi,yenhlalakahle,0.344317,0.2266453
kube,kubhekwe,0.291995,0.12946334
ababusisekile,abashadayo,0.384118,0.23651893
umfundi,uhambo,0.172138,0.23674498
encane,konyaka,0.377815,0.33002082
bakhe,kanti,0.223746,0.059144758
neqembu,ukusebenza,0.122001,0.1341523
uveze,uye,0.347015,0.62428594
ehlathini,noikhaya,0.293296,0.44112852
emfuleni,kuyiqiniso,0.379658,0.33101803
aqale,waqhubeka,0.512219,0.87150085
ohlala,kuqinisekiswe,0.186122,0.41481018
ukubhala,ukufunda,0.458347,0.37907788
emalokishini,isikhulu,0.199089,0.2350013
basebenzisana,zezemidlalo,0.320837,0.10601932
uphephile,uyakhula.,0.268378,0.27592015
izinto,wakwazi,0.209097,0.15174203
afrika,yesintu,0.258918,0.25927743
unhlanhla,ubona,0.463249,0.36495152
bayafunda,obuhle,0.403534,0.3583739
amasiko,ubukhosi,0.30046,0.12161601
indlu,owesifazane,0.328724,0.5115473
ukholo,ukuhlonishwa,0.421173,0.30535522
ezobulungiswa,uhlelo,0.34697,0.4150027
imifino,isifo,0.305854,0.75113773
afrika,bayagijima,0.30745,0.1562815
idinga,kwezinhlelo,0.311595,0.5414794
isinkwa,imvelo,0.229391,0.22421353
emihlanu,imvelaphi,0.267732,0.33287805
ngezifiso,egcwele,0.190254,0.5355799
uhlale,unazo,0.377265,0.3297118
udokotela,zemicimbi,0.32994,0.35680503
impilo,kanzima,0.265687,-0.10293927
yalo,yesikhathi,0.101979,0.8373325
umndeni,impilo,0.243451,0.078211196
endaweni,ziyathanda,0.301009,0.22855683
ukuze,wayo.,0.172044,0.11459838
futhi,wokunikela,0.274958,-0.012082219
ukuguquka,uyapheka,0.409883,0.1896807
unokwanda,uthanda,0.365305,0.214017
esikhundleni,yadala,0.298971,0.82912385
umfundi,ukubhala,0.295112,0.14761166
azinikeze,ziyamthanda,0.489203,0.66703457
ujeqe,ulungelo,0.503684,0.5331938
esiteshini,lwekhaya,0.375714,0.36572027
izimvu,izinja,0.507948,0.66800344
bemibono,nathi,0.126063,0.14717685
ukwenziwa,ukwandisa,0.309825,0.424585
ngehora,ugogo,0.358277,0.3441898
abafundi,ukubala,0.236821,0.33530492
ku-n3,phuthume,0.636136,0.78381205
abangena,abathi,0.38354,0.7878631
bayakhuluma,ukuguqula,0.342597,0.47293302
ezinhlelweni,zokuvikela,0.521955,0.8927304
enquthu,izinto,0.288752,0.1189909
umrepha,indlu,0.254811,0.39647263
baqhubeka,okukhulu,0.28197,0.0726131
lelo,okusebenza,0.232567,0.23782197
abantu,ezifuywayo,0.255134,0.14421391
ikati,ihlosi,0.754807,0.90292776
iveni.,i'm,0.468377,0.92577285
iziphathimandla,izinso,0.425762,0.2031278
bomqondo.,enhlangothini,0.394518,0.43085152
amaphupho,wethu,0.353098,0.2962961
abawenzayo,befuna,0.327299,0.25248945
baphatha,hhayi,0.308409,0.23934926
ibhethri,izolo,0.166641,0.24613397
umfundi,incwadi,0.352329,0.19880265
amaphoyisa,inhlamvu,0.558809,0.66892534
kunesidingo,ngokufanele,0.359164,0.09899175
manje,zakho,0.332192,0.69569725
ibhange,inkampani,0.612764,0.7852508
ayo,kudlalwe,0.420235,0.6921806
izithelo,izitshalo,0.410853,0.53228205
abaswele,abangena,0.28767,0.34862363
umculo,unomusa,0.509477,0.54009193
aqale,evele,0.585955,0.8125713
emizamweni,ezithelwayo.,0.163814,0.39629084
ngokuzimisela,ukupha,0.404575,0.09034197
izilimi,izibhedlela,0.470602,0.544613
uyabekezela,ubunhloli,0.398997,0.3565402
imeya,umasipala,0.419928,0.41060847
ezinkingeni,idolo,0.404478,0.6030831
yesikole,uyeke,0.143452,0.25651342
ngenyanga,okwengeza,0.287073,0.31403956
mathematics),ngesteam,0.723718,0.95058674
impilo,yini,0.215746,0.10524814
abasebenzayo,ababhekene,0.349531,0.17067598
ngokuphelele,abehlangabezana,0.108002,0.31707385
uyavuka,ubudlelwane,0.264477,0.11943383
namagugu,zibone,0.369427,0.4200563
abagibeli.,abayitholile,0.398111,0.6434059
uyafundisa,baqeqeshi,0.147197,0.3026133
kwezwe.,nazo,0.412591,0.47650647
ngemva,unyaka,0.441985,0.19243608
bazibophezela,bezempilo,0.277756,0.27970684
bayithanda,ngenxa,0.319644,0.1878577
zigubha,omlekelele,0.187382,0.603193
umfundi,ukufunda,0.32846,0.19023934
ubalulekile,ujabulile,0.250039,0.11067904
uphephile,usbahle,0.270832,0.2993951
enquthu,sa,0.234866,0.28488335
kujabulisa,ukuze,0.211903,0.1533215
ikhaya,ngomfutho,0.218551,0.14869545
abanye,udadewethu,0.185471,-0.0073451875
emfuleni,ngendlela,0.185331,0.03970515
ukwedlula,umcimbi,0.429338,0.8262758
uhlabisa,uhlinzeka,0.516721,0.63840526
ithuba,iyona,0.381174,0.5165988
enquthu,okwamanje,0.574085,0.56537205
uyambonga.,uzitshele,0.375058,0.26437026
ihlathi,imvelo,0.322435,0.60044354
lapho,waphendula,0.238188,0.108538926
unxusiwe,unqume,0.658493,0.7531
kulezo,umdlali,0.23911,0.4391459
zazinzima,inkabi,0.206203,0.29712445
amanzi,imvelo,0.334287,0.13140063
izincwadi,izitshalo,0.299344,0.09031941
ubambene,ukuphila,0.300613,0.16867706
enkulu,sithe,0.146271,-0.009226325
umholi,izakhamizi,0.095642,0.20062143
ukuzimela.,ukukhiqizwa,0.353913,0.44453973
ojabulayo,waphendula,0.392879,0.4071305
ngalo,bathuthuke.,0.132946,0.11193518
baxoxe,liyathandwa,0.161226,0.276405
buhlale,ngobuhlakani,0.383974,0.15006611
kaningi,ukwenza,0.341375,0.43399358
ulwazi,impumelelo,0.237566,0.13045645
inyuvesi,iphepha,0.434628,0.26856688
umndeni,umuntu,0.391477,0.173133
izilwane,izimvu,0.419633,0.17769143
umrepha,amaculo,0.433969,0.4509026
amahlosi,siyathuthuka,0.103966,0.29666638
omakhelwane,waphendula,0.34796,0.17543074
amandla,zolwazi,0.228062,0.13695839
uyathenga,usenona,0.325889,0.33230856
bayinikela,bendawo,0.294864,0.33048457
udokotela,ukuze,0.311211,0.22246219
kwenyanga,zemicimbi,0.364348,0.1381967
unezinto,unomcebo,0.272716,0.055137556
ukuthola,ukukhiqizwa,0.319325,0.16033293
ebusika,wendawo,0.174135,0.17691107
emasimini,enkulu.,0.30555,-0.07397584
okwenziwe,omama,0.262485,0.207706
indiza,itekisi,0.463017,0.4637727
bezinto,ngoba,0.229001,0.12433979
nesithunzi,ngomoya,0.256004,0.18443866
indiza,ukuhamba,0.456382,0.41815254
empumalanga,izintombi,0.290859,0.33457527
kanye,okuhle.,0.219946,0.20410012
inkampani,isifo,0.343174,0.32793087
isidingo,ngobuqhawe,0.247362,0.112143666
ababusisekile,sezinsuku,0.411065,0.4656795
uzobuya,uzothola,0.714111,0.45967555
uhlela,ufeza,0.230665,0.413004
emsebenzini.,indlu,0.237978,0.34614465
usebenza,uzoqhubeka,0.331597,0.3054757
usizo,awupheli,0.159612,0.22137854
inhlonipho,ngasekupheleni,0.286476,0.28489745
imifino,ukuphuza,0.441723,0.7625291
sokuhlangana,zomphakathi,0.419094,0.3936362
ekhethekile,khona,0.297872,0.22035775
ophuphuma,umthokozisi,0.377108,0.11779429
nabanye,wakwethu,0.238435,0.12408019
ezintabeni,wesaba,0.359584,0.3210724
ngokuthula,ubhuti,0.332978,0.3641223
lihlale,njalo,0.255664,0.19293565
abancane,imfundo,0.29597,0.057080787
umndeni,itheku,0.123635,0.32796732
ukuhlinzeka,ukhuthaze,0.377201,0.67921346
kuqinisekiswe,i'm,0.392724,0.58162254
ubaba,uzobusebenzisa,0.328432,0.2531795
kumele,yakho,0.324298,0.4596537
eshilo,umthokozisi,0.411485,0.4437666
emsebenzini,yemfundo,0.238067,0.098784074
banikwe,ozayo,0.323877,0.43447626
bejabula,endlini,0.377043,0.2788451
ukubheka,ukukholelwa,0.397057,0.24301232
iphepha,ukubhala,0.544924,0.74091375
bayizwa,bendawo,0.304091,0.2826552
esiphakeme,uyakhala,0.373495,0.3547908
babuza,ukuphila,0.339387,0.21914193
ngendlela,yesikole,0.294658,0.17962994
amazwi,ebuya,0.343034,0.31274992
bafeza,umuntu,0.304,0.2369747
imali,ibhange,0.487093,0.49851865
lwethu,umqhudelwano,0.252234,0.7673482
uyakhula.,usizakale,0.258831,0.61430395
lapho,omuhle,0.342139,0.17337851
njalo,yethu,0.182835,0.11905315
ihlathi,amanzi,0.413225,0.2961515
isitimela,itekisi,0.508638,0.64485914
ehlobo,wasekhaya,0.307257,0.35602522
bazibophezela,enkulu,0.194637,0.06893222
ukuchuma,wabuka,0.155752,0.2904033
bokudla,kwemizuliswano,0.380348,0.36938617
kancane,uyacabanga,0.310721,0.24204555
eminingi,imfundo,0.250837,0.16412404
ibanika,igada,0.334829,0.686635
noikhaya,okukhulu,0.236985,0.14240278
bakhombisa,ngesivinini,0.082005,0.071924925
elithandekayo,ngokushesha,0.262902,0.20942274
umdlalo,ukudlala,0.376623,0.6101823
iminyaka,njengoba,0.344616,0.251392
wahamba,wakhathazeka,0.712811,0.836412
baqhubeka,zesizwe,0.303563,0.24290715
elwandle,uyazi,0.340495,0.2996036
esiteshini,ngakolunye,0.519213,0.46097377
ukonga,inkampani,0.504919,0.43082055
abagcini,imisebenzi,0.241506,0.17394687
futhi,iyajabulisa.,0.345936,0.38296887
ibhange,ufuna,0.366529,0.30753973
umfundi,zokubhala,0.23985,0.1648693
ukusho,ukubuyela,0.457449,0.7709946
umsakazi,ebalulekile,0.195618,0.26950228
izinyanga,ongakwazi,0.35735,0.7317329
uphiwayinkosi,ujaji,0.278188,0.42889097
emikhulu,wasekhaya,0.311782,0.24909262
endleleni,indlela,0.287481,0.27643955
ulindiwe,usheleni,0.39556,0.48140523
umfundi,impumelelo,0.341025,0.29193994
ubuzwe,uyakhuthaza,0.308546,0.07222624
eside,zobuchwepheshe,0.245426,0.19733338
elikhethekile,ngamalengiso,0.135534,0.14840548
umandla,umandla,0.461612,1.0
noma,wakhuthaza,0.367966,0.16087963
oluhle,uyakholelwa,0.324696,0.25524232
uthanda,uzandile,0.314028,0.2362187
imfundo,uzinhle,0.287846,0.12893872
bezinto,emsebenzini,0.197388,0.12877342
namaphoyisa,nangaphandle,0.158129,0.16812107
ithemba,umasipala,0.299033,0.26768747
inyoni,isifo,0.197906,0.671712
ikakhulu,lula,0.285079,0.7087533
befunda,ubuntu,0.294906,0.05102556
bayihlonipha,emasimini,0.305037,0.1848398
into,kakhulu,0.270246,0.14990033
amasiko,yokulandela,0.312155,0.03405228
baphila,wezempilo,0.217948,0.06692857
enew,ngokubona,0.162171,0.293391
yakhuluma,kudingekile,0.160355,-0.0015256554
labazali,umlungisi,0.40183,0.08766095
izimpilo,eshibhile,0.10164,0.3794734
entabeni,esikhethekile,0.281674,0.21598636
unezinto,uyakhulekela,0.344601,0.3287049
ngenyanga,uyakhala,0.340827,0.19645305
bakhe,yonke,0.211955,0.112209454
bethumela,zokuzindla,0.225642,0.6997351
indoda,umfana,0.647595,0.66990423
inyoni,izinkomo,0.562139,0.43930623
uyekelela,ugrade,0.337832,0.51690906
sizibona,abantulayo,0.302943,0.34250346
indiza,icala,0.232269,0.29074043
mchunu,ukusebenzela,0.164103,0.34503278
baphila,bezikhungo,0.241066,0.13159706
elikhethekile,noikhaya,0.309115,0.40171534
afrika,idolo,0.368833,0.40474528
ibhange,ukonga,0.450667,0.47187823
izincwadi,lokusebenzisa,0.373129,0.30176735
amnandi,bayahleka,0.412018,0.2848508
