word1,word2,human_score,cosine_similarity
egcekeni,inja,0.374903,0.26014146
ucingo,ucansi,0.596286,0.45853052
eningi,umalume,0.413677,0.29701787
udokotela,ukwelapha,0.333641,0.24140859
uyageza,ungenzi,0.356672,0.32974538
ipakiwe,ngaphandle,0.302294,0.27430823
esithangamini,ngihlale,0.360993,0.28107008
isifundo,kakhulu,0.221937,0.165397
ekuphatheni,usihle,0.399121,0.12064467
sezikwenza,indalo.,0.171626,0.34224394
ngokugqugquzela,ngicabanga,0.329956,0.48185694
incwadi,iphepha,0.528179,0.36044833
livunye,bezepolitiki,0.255367,0.43155172
undlovu.,uyogubha,0.553704,0.35124782
ubabonga,ugogo,0.298857,0.20887667
ungathini,ujacob,0.394585,0.2858883
ugcizelele,udisemba,0.425432,0.44021884
izazi,izinso,0.376045,0.5093014
amazambane,isitsha,0.484216,0.33623046
ingcebo,jiyane,0.431249,0.28774628
eside.,idili,0.253351,0.36559153
izimpesheni,izibani,0.350251,0.3567218
lomthetho,okungenzeka,0.244812,0.35427392
incwadi,ulwazi,0.315151,0.2544982
amanzi,imithi,0.3662,0.2517838
theknoloji,ukudlala,0.207823,0.444381
elinothando,umbuso,0.30506,0.22963627
ubingelelwa,udlambedlu,0.606639,0.4607541
baneqiniso,ecawa,0.450436,0.3900043
ihhotela,isiteshi,0.576914,0.44120166
wegazi.,ku-nyuvesi,0.355622,0.45680445
nesifiso,zokwelashwa,0.235686,0.3085678
uhulumeni,icala,0.317245,0.28695837
bayawusebenzisa,kobuholi,0.198046,0.34814632
ukubekezelelana,ukuzinikela,0.348092,0.37102005
usinokholo,uthebe,0.544996,0.6241061
591),zifanekisela,0.156978,0.34924304
amaphoyisa,ukudlala,0.205276,0.30954316
uyabuza,uthuli,0.325525,0.26871717
ikilasi,i-i,0.362164,0.50299704
emzini,kokucabanga,0.334829,0.33356026
uju,usufikile,0.454926,0.50826603
wafundisa,entsha,0.22734,0.29455617
amaphupho,emakethe,0.312995,0.22473699
ecacile,ezinzima,0.490291,0.3135949
ufunda,uhlolele,0.314069,0.47820178
u-100%.,uzibuka,0.549305,0.4996426
umabonakude,theknoloji,0.602114,0.44430634
ngesonto,uyazazi,0.318356,0.15054086
azilungiselele,esibhedlela,0.341088,0.25262353
baphila,ozimisele,0.26436,0.14182617
izinyanga,lokufundela,0.245376,0.41531026
indlu,waphila,0.36246,0.26444888
usisi,uyahlangana.,0.308158,0.16136809
iziphiwo,izindlini,0.31697,0.39628822
beliqala,eyehlukene,0.221281,0.33306006
abaholi,ukuze,0.311535,0.30427006
yakubo,ezinhle,0.043462,0.23174968
ikhibhodi,umsakazo,0.610672,0.58211946
ilivume,khasimende,0.45912,0.7005572
esemakhaya,izinkundla,0.419182,0.4451183
indlu,okwamanje,0.345432,0.3904076
enkundleni,izimpilo,0.232953,0.056264635
zithokozele,yigagasi,0.300869,0.29154378
unezinto,ujaji,0.258709,0.33145142
uyakhula,uyazama,0.379982,0.5651257
nombolo:,“meyo”,0.693016,0.46012962
ukulandelela,ukutshelwa,0.367389,0.50260717
abangangisiza,35),0.155425,0.28362843
ne-archery,luyinsika,0.25516,0.21797548
abaningi,futhi,0.239678,0.27329177
ubisi,ikhukhamba,0.581449,0.37217352
iyisibani,igazi,0.246659,0.38405892
ngusenzo,usmomoza,0.701001,0.5091745
emaplasini,kwenyanga,0.301975,0.24550395
uyasikhombisa,usufonela,0.44257,0.55962205
ezimnandi,ngamandla,0.292248,-0.07696349
“kubuhlungu,kokuziphatha,0.309434,0.26668695
527),nabantwana,0.309653,0.20944124
siphume,olusemqoka,0.379908,0.16671823
ngemva,wasenyuvesi,0.284605,0.21502233
ngoba,yesizwe,0.281199,0.14367507
ngezindlela,ziyasiza.,0.236388,0.35141283
bayapheka,egoli,0.374896,0.3475744
izwe,umnewethu,0.358798,0.1402414
ukuziqalela,ukubanika,0.400304,0.37778375
eningizimu,kuthiwa,0.399412,0.2891477
ubuqhawe,uyahlangana.,0.282881,0.17328763
izethameli,izakhiwo,0.388333,0.51446325
uyacula,ulimi,0.23573,0.1554323
bahlala,befunda,0.351446,0.33517283
itheku,indlu,0.37608,0.41588223
yebandla,emthethweni,0.325675,0.35153854
204),agcinwa,0.287324,0.47518575
impilo,ikhibhodi,0.108654,0.18491183
nesimeme.,ibhola,0.258106,0.34053233
ngomashi,nyakenye,0.502474,0.44277492
ukuqaphela,ukungena,0.428259,0.48850748
i-benny,iphukile,0.513255,0.50199765
zigcinwe,enyuvesi,0.310125,0.35736892
eziyisiko,abaphilayo,0.243062,0.34948006
ngokweseka,kuzosisiza,0.289429,0.23446967
ezikoleni,kubafundi,0.325876,0.23487021
ikhwaya,umbhalo,0.521715,0.44122717
emnandi,ezinhle,0.218369,0.2547253
isifo,impilo,0.261436,0.21323232
uthandeka,ucula,0.318337,0.32941744
ibhekane,iyisendlalelo,0.493843,0.45532873
idangele,kokuhosha,0.349822,0.45788473
inkomishi,bayahlanza,0.19045,0.2159244
lapho-ke,ekubeni,0.240981,-0.028486237
bayakhuluma,ngolwazi,0.323623,0.46095398
imifino,ukufunda,0.205581,0.19906473
kucelwe,masindi,0.423733,0.31520984
nezinolwazi,enecala,0.183108,0.37835407
508),ezonke,0.191674,0.305907
ihhotela,ilanga,0.300885,0.20666249
engango-r5,kuphela.,0.171751,0.45584992
noandile,eqokwa,0.209478,0.32220528
umoremi,elilodwa,0.395613,0.29572576
umfazi,indoda,0.596198,0.6380254
kuthe,ngonyaka,0.256268,0.19103415
uthe:,ungakhathazekile,0.312361,0.35349396
ucotshelelwa,likamccarthy,0.431093,0.4298786
akabhejane.,etafuleni,0.26298,0.3554183
ibhakede,me,0.357659,0.4972928
kusetshenziswa,lutholwe,0.389473,0.25496262
esishicilele,wabazali,0.152013,0.4086158
bebhukuda,48),0.326197,0.48250163
ehhotela,nangaphakathi,0.29783,0.39000243
5,umkhandlu,0.302861,0.31624985
kube,ukufundisa,0.230085,0.12547074
8),ayithenge,0.232896,0.57661015
nokho,uyabonga,0.25518,0.29499725
uyawuthola,ubungozi,0.431461,0.17168444
ukukhuthazwa,ukuwela,0.418527,0.45977417
ngokusebenza,zikhathi,0.255901,0.14608425
574),phuthume,0.341715,0.5511387
amazambane,ikhukhamba,0.570628,0.4968583
uhlanza,ungawa,0.307121,0.49371442
ubani,u-90,0.346005,0.28934512
ukunakekela,ukutholwa,0.344078,0.29409754
bank,nodlame,0.421073,0.36288145
ngomuso.,ogijima,0.179765,0.43563417
incwadi,inkantolo,0.314263,0.6018046
okungenzeka,aphile,0.202251,0.3100871
abangasizakala,uma,0.238343,0.20953989
usuku,ufakazi,0.540375,0.5266778
ethekwini.,umuntu,0.204597,0.06629333
obufuneka,okukhulu,0.253641,0.3135448
737),oqaphela,0.187107,0.21619399
bese,sciences,0.333527,0.27997681
abasebenzi,amathuba,0.25212,0.27568632
izinkomo,izimvu,0.652329,0.61026746
ukusebenzela,ukulibona,0.377579,0.14564683
elikhulu,ihlosi,0.29722,0.17120628
zesizwe,kwakusafunda,0.130172,0.36926818
endawo,amathathu,0.213821,0.40068343
zikhulula,emanzini,0.191793,0.31079137
ubufakazi,abazama,0.243377,0.40993398
ibhotela,amazambane,0.532554,0.28439313
angizange,ukuxinwa,0.377066,0.4110168
"naso,”",ukuhambisana,0.288997,0.34371552
izingubo,neamazwi,0.247055,0.22687179
emthonjeni,ezisiza,0.514691,0.45035514
konke,95),0.136151,0.2745779
uqale,ungakanani,0.537974,0.44703862
uyayithanda,unaledi.,0.513134,0.11840279
bemisebenzi,shepherd,0.096518,0.41544536
esitebeleni,nesasasa.,0.368218,0.39465544
ubize,u-100%.,0.729368,0.5733098
inkosi,umasipala,0.40888,0.49610114
ukhuni,imithi,0.443237,0.23767819
umakhalekhukhwini,umatasa,0.398664,0.5034992
ezifanayo,ngengozi,0.33607,0.46319202
bajabule.,eyingxenye,0.249599,0.4397633
628),"senzenjani,”",0.303318,0.42171922
wenzeka,kukhononda,0.324956,0.20543331
ngobese-zuma,zokuvakashela,0.358609,0.44368643
okhulumaayo,ongamfanele.,0.246286,0.48474973
izigubhu,izoba,0.357357,0.51596564
ngobukhali,unkosi,0.421235,0.31873685
imantshi,imtshela,0.569026,0.61814386
ikhibhodi,theknoloji,0.7471,0.6358207
655),ziphephile.,0.045106,0.5072227
idale,iso,0.498152,0.58627427
ethi:,kuyaphinda,0.253292,0.254415
uyabona,ubuhlakani.,0.223384,0.13614546
ukufunda,imfundo,0.374917,0.20837386
march,umbala,0.180484,0.12865084
uyabona,uzocula,0.302338,0.17538258
nyanga,ifunde,0.106104,0.20580555
uqikelele,usinde,0.462132,0.3763379
ulalele,umfundi,0.218739,0.37291974
izakhiwo,izinhliziyo,0.311087,0.43185133
abakhosi,ubunzima,0.260929,0.24164161
bomdabu,noma,0.273298,0.016737465
izindlela,izilwane,0.273057,0.43751812
awukhohlwa,kothekwini,0.329915,0.28247097
aphile,njengokufiswa.,0.159801,0.25810575
abazithandayo,ezinhle,0.274268,0.26613206
inyoni,izilwane,0.493699,0.55741936
elanga,emgwaqeni,0.301503,0.23961495
omanzi,ubekakwe,0.245183,0.35972533
ibhotela,imifino,0.554564,0.45057583
ngekhwalithi,udisemba,0.383058,0.29576102
ukuqonda,ukuhoxa,0.438236,0.49141014
ezinhle,unokwanda,0.255444,0.2543759
eqhumisa,ungubane,0.604535,0.37251216
ehholo,likangqongqoshe,0.198031,0.35012597
imfuyo,asenhla,0.198682,0.09716646
ibamba,i-internet.,0.53771,0.30585068
imali,ukonga,0.462878,0.3873117
unyaka,unomthelela,0.382987,0.42740795
afuze,nokugaya,0.448265,0.2306329
uwucishe,usafisa,0.63204,0.5412425
imali,idola,0.461249,0.6278269
bayisebenzisa,zemindeni,0.265348,0.25405443
iphepha,impumelelo,0.316979,0.14631583
elizayo,okhuthazayo,0.468349,0.48148653
incwadi,umtapo,0.514181,0.26843214
kusukela,kuyakhombisa,0.193299,0.52683514
unyaka,uyageza,0.373173,0.35504106
ekhanyayo,ngobunyoninco,0.336074,0.08433935
abezimali,bakhulisa,0.262258,0.26659665
isicoco,isiqephu,0.596427,0.7172603
icorona,ipastors,0.706358,0.7664374
iphezulu,ihlosi,0.335957,0.328771
amazambane,isikweletu,0.441515,0.46130174
alikho,ubongani,0.337881,0.28556123
abesifazane,ngemva,0.309837,0.32669535
ukuphumelela.,ezizosiza,0.156535,0.26295495
ungadlula,uphatheke,0.496421,0.4125882
empeleni,509),0.198926,0.098353535
ikilasi,iyasebenza,0.427238,0.40414494
ijabule.,marine,0.19944,0.4178457
izilwane,izinkomo,0.458672,0.5830578
bathenga,nawakhe,0.189639,0.31259298
abaphenduli,kwezinyanga,0.345512,0.29405168
abakwasamro,zimema,0.267899,0.44166136
babona,entabeni,0.206761,0.13459115
kufanele,“nokho,0.307725,0.17633618
abamthandayo,uyambonga.,0.389707,0.42457438
utshala,ungiphekela,0.272563,0.5304312
awazi,kuka-500,0.356692,0.26932266
selihlulwe,nohandi,0.172313,0.44604263
impela,infotainment,0.164204,0.22878036
u-2023,ubudlelwane,0.352614,0.524157
ukaze.,ukhuza,0.64617,0.33424136
izintaba,imifula,0.360817,0.2793823
obhekele,ibhubesi,0.263406,0.483335
abameli,nezinto,0.282659,0.2704422
nenhle.,imiqhudelwano.,0.186565,0.3039322
isimo,isiko,0.419191,0.47978893
uzokwazi,ubafundisa,0.384852,0.25574118
isikhathi,zethu.,0.247518,0.1342382
eziningi,kwabantu.,0.203071,0.12405752
abafundi,abasha,0.60961,0.6739429
ilungiswe.,ilandelana.,0.475746,0.5951395
indlu,isikhungo,0.367369,0.29640844
kuphinde,isiphithiphithi,0.380278,0.4844427
inyama,isitsha,0.593473,0.6672756
ongenakulinganiswa.,unomcebo,0.431525,0.5228514
uflavio,u-r120.,0.811607,0.63043714
intokazi,907),0.294951,0.33137593
ungalihloniphi,ubalekela,0.493944,0.4113166
uvumayo,unginikeze,0.408171,0.46954852
isenzakalo,isilonda,0.629511,0.56796235
ikhukhamba,isitsha,0.55826,0.5143448
abakhulu,abakwazi,0.444835,0.48761374
ukuvakasha,ukuzethemba.,0.188212,0.31843966
ikhompiyutha,ukuxhumana,0.454255,0.23934771
izimbuzi,izinsuku.,0.316189,0.52443606
bayabika,izintombi,0.335339,0.36880538
uthisha,isivivinyo,0.358895,0.24093316
izindleko,iziyalo,0.461895,0.54631144
nokuhwebelana,sokuqala,0.310904,0.20627172
kubo,ngenjabulo,0.264024,0.22759423
ukhuni,imifula,0.381617,0.14434125
ikhompiyutha,theknoloji,0.57787,0.50084025
i-video,ikucebise,0.666206,0.41658956
ngezindlela,yabantu,0.186845,0.03412639
lweqiniso,omnci,0.482662,0.31085044
ubunhloli,669),0.248365,0.21407492
enkonzweni,ngelanga,0.319494,0.3289062
uvezele,udadewabo,0.461966,0.544396
isitimela,umsakazo,0.458644,0.4472457
futhi,omncane,0.228892,0.10530464
uyakhulekela,uziqambela,0.317015,0.41228577
"bulungiseke,”",olubhekiswe,0.390857,0.30508086
uyakwazi,uzibuka,0.292833,0.14101803
ugqama,usayine,0.616028,0.59514767
esifundeni,league,0.544184,0.35699812
abaphathi,enelspruit,0.328609,0.18852502
emgwaqeni,iqala,0.36109,0.25558293
lusabalale,ubabonga,0.324239,0.08362089
emnandi,ujabula,0.326181,0.355725
aqhele,201),0.180726,0.3549997
akade,usanda,0.507268,0.20313016
control,kulokho,0.463894,0.2035997
nezilwane,zenza,0.387564,-0.010410592
ezizomholela,nowangolwesibili.,0.310019,0.45733
namazweni.,health,0.270724,0.66829336
"uhlabisa,odabuka",ulungise,0.443418,0.55991614
sizathu,mubi,0.329784,0.31436482
abakhiqizi,intsha,0.312545,0.19991167
inja,amahhashi,0.473302,0.40286294
futhi,ukusebenza,0.386456,0.26070863
emalungeni,balekelela,0.109529,0.20109744
kahle,ulwazi,0.325967,0.14765823
yengoma,“ingoma,0.612398,0.73047847
uhulumeni,isizwe,0.350882,0.1394674
okugcoba,wayifaka,0.383773,0.28829923
zakhe,olwandle,0.185988,0.2625528
zezemfundo.,linye,0.285615,0.026080875
izinga,izikhwama,0.355075,0.37451857
uzixine,usalinde,0.626691,0.5750987
development,izipho,0.114721,0.30134034
ikhaya,ngobunyoninco,0.239825,0.062775485
ufuna,uyamhlonipha,0.284536,0.24538471
bathi,zigaya,0.222026,0.3678935
679),usinokholo.,0.205493,0.49940833
ngezitini,sizungeze,0.33743,0.34340075
619),ngakubo,0.266694,0.2448012
bafunda,bezempilo,0.266201,0.3086943
uhulumeni,umbuso,0.371684,0.36776564
basize,okwenza,0.25655,0.07795497
isifo,ukugula,0.488915,0.25731426
abanye.,abangabazi,0.320392,0.48617265
eziletha,ama-anticogulant,0.292146,0.4173389
nezaga,service,0.41921,0.45322382
ahlolwe,elidle,0.434455,0.29472467
onesifundo,elingangenisela,0.172062,0.43258992
biking,deep,0.589719,0.45530248
ukufaka,ukuzokwethula,0.477752,0.36191693
balondoloza,kwabo,0.261769,0.044718232
umuntu,inyuvesi,0.223428,0.3731438
abathanda,abashonile,0.467688,0.4670233
zazigcwele,nangokuthi,0.174619,0.28138006
ukudluliselwa,zalo,0.289686,0.4048974
bacula,esiteshini,0.413903,0.5310637
nalo.,nabazimisele.,0.243782,0.5374641
ingane,umfana,0.434852,0.4538159
iphakama,izingane,0.23985,0.16720746
amajaji,ngo-12,0.406297,0.22173586
iqhude,theknoloji,0.449621,0.45990372
athole,“sizobhekana,0.126504,0.2232516
abasondelene,nezamaqanda,0.405857,0.5848258
uyazama,yobubanzi,0.444956,0.31994596
emangalisayo,23),0.225606,0.44715816
abo,indlela,0.334285,0.17914099
incazelo,incokola,0.428651,0.3624342
ulungelo,ngempelasonto,0.206316,0.38727888
amasudi,amadodana,0.314597,0.32355455
2023.,amabhubesi,0.409946,0.3853672
isikole,ukubhala,0.337378,0.03802384
igingqike,i-diffuser,0.712075,0.6619647
abakuthandayo,wabo.,0.271677,0.31403968
elithandekayo,nokusebenza,0.268756,0.007172146
amazambane,ukuphuza,0.493395,0.2934519
ngendondo,408),0.33032,0.2849891
bayakhuluma,onesimilo,0.313815,0.3295855
ngemuva,nemamelodi,0.236716,0.26560912
indiza,ubukhosi,0.291948,0.36276188
ukuhlelela,ukubalawula.,0.46573,0.22375417
igada,ixhunywe,0.60238,0.51926
zibanikeza,base-europe,0.257021,0.32055107
imali,amasheya,0.371957,0.51112235
baphokophele,enginikwe,0.252331,0.38430548
wakhula,wethu.,0.145718,0.34912458
"kimi,”",ompofu,0.215286,0.065522745
ukuphakamisa,ukusindwa,0.4034,0.2702526
efudumele.,engingayenza,0.227009,0.25114164
kuphele,wabanga,0.432755,0.33153874
mbono.,kuzomnika,0.306083,0.29746315
ngobuningi,ebusuku,0.12966,0.21062832
kokuziphatha,control,0.17997,0.41664642
utshele,ugcina,0.474428,0.51385695
umculi,ikhwaya,0.517277,0.38851658
88),shabalala,0.276588,0.28381088
ziyadlala.,i-outlaws.,0.195132,0.7041466
engaphansi,kuka-21.,0.540875,0.45440385
itekisi,uhambo,0.368355,0.43792164
imivuzo,yokuvimbela,0.3452,0.40525365
uyazibuza,ulele.,0.305188,0.06423024
bomdabu,okusebenza,0.208756,0.28809482
ezibalulekile,yabantu,0.242018,0.28825814
aze,ekuphileni,0.178114,0.26671624
enkundleni,ubezomthumelela,0.142007,0.3118185
umbuso,isizwe,0.294601,0.19744177
indawo,izazi,0.23726,0.26299685
isinyathelo,kube,0.115258,0.12200263
amadolobha,amanothi,0.443476,0.43220755
empangeni,abayiqoqa,0.289826,0.2760995
ezijulile,abezimo,0.186594,0.33967552
abagqamile,awuhambisani,0.384418,0.43393177
emuzini,ngokwanele,0.368534,0.2992916
idolobha,ikhaya,0.26025,0.11576413
umnyango,umsiza,0.536358,0.38219124
isinkwa,ukuphuza,0.494715,0.14790316
isithunzi,yango-2023,0.278465,0.34345636
amajean,imaths,0.169553,0.34723338
engingayenza,zentuthuko.,0.330959,0.46096906
mahhala,ukuhlolwa,0.433817,0.4214072
kanzima,ngobuningi,0.392465,0.18449007
icwecwe,umrepha,0.613885,0.40910286
ase-afrika,ngokwezizathu,0.435818,0.35147005
uyokwenza,uyahlonishwa,0.416855,0.35856983
bokuthi,uphinde,0.271363,0.16547592
yizinto,yesikole,0.062419,0.081033885
isikweleta,zezamabhizinisi,0.376058,0.24129994
uphoqeleke,usedalule,0.630175,0.6035047
kwalo,okhuthazayo,0.370414,0.46350527
indoda,abantu,0.354666,0.2826392
iyaguquka,iyavikela,0.441127,0.54001576
enhlangothini,ngokubambisana,0.399046,0.3989043
abe,amahhashi,0.407934,0.34427807
indoda,mfowethu,0.54645,0.33039355
izimpilo,lokhu,0.275612,0.26195452
isikweletu,idola,0.561328,0.3928434
ngokubona,wafundisa,0.298071,0.20363878
ukunakekelwa,wesunflower,0.074613,0.32064435
ezinothando,i-innobiz,0.400085,0.49316815
uyalala,usho,0.286788,0.17738532
ufune,u-hewlett,0.603985,0.38574928
ibalulekile,omuhle,0.302704,0.25703377
bazikhuthaze,ukuze,0.233195,0.09542793
ewu-15,wentando,0.322773,0.45918876
impilo,ikhwaya,0.121916,0.252167
nezezimali,uyamvumela,0.27341,0.2789647
umfana,umuntu,0.421037,0.41592106
iyakhiwa,angaphambili.,0.169316,0.101162404
sokugxila,bhengu,0.365004,0.22127627
ngo-2023,zezikhali,0.164333,0.100781105
imoto.,“ngijabule,0.260755,0.16528858
okuyingozi,lokuqeda,0.368009,0.37478217
amakati,"ama-video,”",0.460305,0.7867586
ushaya,ubemthandazela,0.450819,0.39906824
kwakhona,ekhombiswa,0.212922,0.2526884
ivele,ihlanzekile,0.344887,0.4199665
abalithandayo.,abazishadayo,0.433483,0.3817289
amacala,emculweni.,0.357058,0.46704125
amasimu,sokusebenzisa,0.276808,0.17050079
itheku,isikhungo,0.359063,0.22300176
kanokusho,kunesidingo,0.188284,0.12875399
kusiza,ngakho-ke,0.271085,0.272264
kusihlwa,ngicwaninge,0.231083,0.47651318
uthubeleza,ubambisene,0.384463,0.55206025
imifino,ucingo,0.345173,0.4876711
amanzi,amasiko,0.128365,0.22943157
esontweni,sehholo,0.367105,0.6169319
amandla,isimo,0.172878,0.06687582
ukwengamela,ukushaqeka,0.593528,0.4006919
ugqozi,ngokuzazi,0.294896,0.17974126
okhulumaayo,ikhona,0.14089,0.37477618
amandla,esikhathini,0.249702,0.0980542
emzini.,noma,0.306285,0.2172663
ukukhuluma,ukuzala,0.404326,0.29834142
ulimi,unxusiwe,0.313012,0.42540365
ongamisa,zomphakathi,0.367103,0.32789448
kweqophamlando,zasemakhaya.,0.148961,0.31648844
lezo,zinkinga.,0.3692,0.2579852
lapho.,bangathathwa,0.230348,0.2026893
ulwandle,imithi,0.439817,0.039427467
iwuhlelo,ibhakede,0.467753,0.52183914
ikati,izinja,0.609084,0.42353505
ngenxa,ukubaluleka,0.36628,0.15620908
ingoma,umculo,0.404287,0.30850792
izinkabi,iziqholo,0.467703,0.69520813
beyidansela,emvelweni,0.161889,0.16003513
bubamba,abahlukene.,0.314723,0.35810742
uzofunda,ungisize,0.351351,0.22927175
okumenze,bakugweme,0.38978,0.36103493
okwengeza,omkhulu,0.312428,0.06963951
yesayensi,kwakhe,0.161094,0.14865814
onamandla,ubuhlebezwe,0.389025,0.36291164
isikole,ulwazi,0.399734,0.3173895
ubrigadier,ungaqala,0.593545,0.6387979
ukubuyela,ukukuhlola,0.494501,0.5890713
ikhwehlela,ibhayisikili.,0.45306,0.49343783
wamazwe,wokubhukuda,0.52884,0.5184013
ukhule,ukuyithwalisa,0.313044,0.39845058
ilokishi,ikhaya,0.247079,0.120928966
inkampani,amasheya,0.511319,0.3577255
ukudla,isinkwa,0.304446,0.32103363
ubumane,ungadlali,0.538288,0.4099307
yimanje,bengimema,0.398335,0.507398
ukuzimisela.,ukukhuphuka,0.265859,0.29186225
imeya,icala,0.590049,0.71397007
abazimisele,ngezinto,0.252148,0.21886458
incwadi,ukufunda,0.32747,0.41367054
i-meyo,ivikelwe,0.477872,0.2739096
ukubala,ukwamukela,0.408219,0.42946872
abashadayo,abacindezelekayo,0.370629,0.50906324
abasolwa,ababehlala,0.489325,0.6056139
ucula,uzosebenzisana,0.380402,0.35711807
iyisibani,yokusebenza,0.293638,0.25462955
amakhulu,ukuhlangana,0.336853,0.26612633
mothoalo,banikeze,0.175822,0.43574363
basebenzisana,lesihlanu,0.337438,0.3714011
othisha,umndeni,0.431311,0.39400285
ngokuzinikela,uphiwayinkosi,0.252208,0.09511044
isikole,umfundi,0.444423,0.39039958
ukufunda,ukudluliselwa,0.261368,0.33186632
ifunda,iyajikeleza,0.356436,0.58826905
amasheya,ingcebo,0.569083,0.28353083
ejele,isikhumba,0.450308,0.46146318
izindlulamithi,izinkolo,0.506132,0.54908127
sezinsuku,kulokho,0.093841,0.21525133
umdlalo,imidlalo,0.503052,0.56049615
ukungawi.,ukuyidlulisela,0.571759,0.3927831
yi-esayidi,labantwana,0.177421,0.24854492
bengamfaki,ngalokho.,0.251263,0.39489695
ilandele,i-malnutrition.,0.490274,0.48218307
uyahleka,usma.,0.357742,0.2021851
ungakwenza,ziyakhula,0.201963,0.3140301
iyasiza.,idlula,0.664162,0.28798786
baye,kokuphothula,0.313146,0.18707019
jikelele.,kwezilwane,0.455748,0.30982485
umfundisi,unomfundo,0.498887,0.5622143
ukuphepha,ukumosha,0.456364,0.61876786
u-2023,urabi,0.691936,0.7552182
ugqama,u-r30,0.718617,0.7236261
waqeda,uthebe,0.43868,0.35430124
uphumlani,udlula,0.498365,0.3685796
iyanda,ibhande,0.235228,0.33442727
namuhla,ojabulayo,0.487493,0.28394705
iluma,iyisendlalelo,0.556392,0.31075728
somdlali,omningi.,0.252013,0.28171474
labo,neizingubo,0.23329,0.13139477
ayizuza.,isisekelo,0.198967,0.29909998
emikhakheni,yase-university,0.153354,0.30526036
ukuthi,ukungawi.,0.311629,0.18531
enkonzweni,izisebenzi,0.337273,0.1671481
abanye,abawu-70,0.215641,0.10527262
isikole.,isigameko,0.399107,0.5694297
ngesineke,omuhle,0.278943,0.14282829
baphinde,ukuthuthuka.,0.304979,0.2876932
ibheyili,wemizamo,0.213637,0.44894126
iqonde,ilokishi,0.398396,0.3440735
izinto,izibuko,0.263264,0.21458809
abazithandayo,abanamakhono,0.320855,0.40208578
izintaba,imithi,0.29049,0.2661091
umakhi,umusi,0.351354,0.5509201
yokufunda,"imali,”",0.182151,0.25370798
umhlengikazi,impilo,0.321755,0.30083373
nazo,zokhonzani,0.400691,0.31076142
komqeqeshi,ngaphansi,0.500648,0.5745791
bayizisulu,kuhambe,0.19673,0.32250974
womphakathi,mission,0.203849,0.3872742
premiership,ziguqisa,0.673567,0.49150702
umfana,abantu,0.311231,0.23648396
ekuthuthukeni,yomsebenzi,0.448199,0.24388862
zokudlela.,mhlungu,0.181558,0.35849437
ukuwenza,ukulandelela,0.537912,0.39692113
ubufakazi,uhlabisa.,0.473503,0.5158851
ihlolwe.,ibe-sporty.,0.640918,0.77099097
wokwenza,baleli,0.134488,0.19790415
kwesistimu,ziyakhuluma,0.100334,0.11617923
baziwa,ukufana,0.342027,0.32292962
ukumakelwa,ukwehluleka.,0.4472,0.49425128
izethulo,izikhala,0.285386,0.32953355
ongumlingisi,besebancane.,0.336669,0.33360764
abahambi,abangamakhulu,0.396031,0.4606704
22.,zakhe,0.288283,0.22564499
siqaphe,bedubulana,0.286057,0.30478656
ikhefu,iyawa,0.496225,0.3598235
isitimela,ukuhamba,0.420318,0.38586372
maphorisa,umuzi,0.368185,0.20297813
etafuleni,(afcon),0.301441,0.26664662
ahlela,okuchunywe,0.211933,0.20124619
ukuqhuba,ukuhlukumeza,0.242922,0.28262663
seyiba,usedalule,0.501787,0.45325693
ukuthuthukisa,ukukhohlwa,0.322552,0.48226357
babona,zedolobha,0.225821,0.21475634
uqhele,usezimele,0.577225,0.6570752
ukuvulelwa,ukwesula,0.43573,0.47030666
ukuzilungiselela,ukungayihloniphi,0.498621,0.41992712
bezomthetho,2024,0.049635,0.124893
unyaka,uyahamba,0.363675,0.38879487
isiteshi,isikhungo,0.45164,0.54086155
ebuzwa,kanjani,0.369537,0.08875238
lo,banikezwe,0.200127,0.21220863
ilokishi,isiteshi,0.493627,0.43509775
umndeni,ukuhamba,0.189482,0.22714221
abakhuliswe,abamanje,0.389904,0.49956146
kuka-37,okuqale,0.352656,0.16234796
lishisa,ngokuzinikela,0.206203,0.18042731
kanti,ngezindaba,0.335995,0.14278513
ezenziwayo,kunezinselelo,0.363696,0.17435643
ukubhala,ulwazi,0.344109,0.2133843
esikhishwe,ngakho,0.221625,0.07204555
njengezibonakaliso,usungayisebenzisa,0.284,0.44143242
ubisi,inyama,0.468945,0.46041432
kuletha,umphakathi,0.240732,0.15700458
afisa,nabo,0.299006,0.12574424
abaphenduli,abahlangabezana,0.368854,0.17882104
abafundisi,ngamandla,0.252342,-0.026308853
sabo,ukwenza,0.238688,0.1627521
egauteng,konke,0.390176,0.22148474
awuwazi,ashayele,0.429178,0.5456062
emingceleni,odokotela,0.26956,0.30831367
umculo,amaculo,0.480374,0.53189945
izisebenzi,izimo,0.385188,0.28387952
isikhathi,okukhulu,0.283068,0.2173644
elwandle,intokozo,0.140759,0.41672343
636),lwezokwelapha.,0.22106,0.6389209
indodana,zathanda,0.398478,0.55253243
ugogo,uyazi,0.330704,0.24035716
ngokwazi,umpheki,0.336382,0.3261321
ibandla,iconfederation,0.33053,0.20214254
abanakekeli,ngobuqotho,0.290289,0.17665836
uzoqhubeka,ubekhuluma,0.443638,0.29166922
wona,wokuhlunga,0.39446,0.5380842
ikhefu,nokuhlola,0.27557,0.1927847
inyoni,inhlamvu,0.286283,0.5272839
